Gene	Gene.name	Level
ENSG00000144908	ALDH1L1	High
ENSG00000144895	EIF2A	Medium
ENSG00000144893	MED12L	Medium
ENSG00000144891	AGTR1	Medium
ENSG00000144868	TMEM108	Medium
ENSG00000144848	ATG3	High
ENSG00000144843	ADPRH	Medium
ENSG00000144834	TAGLN3	High
ENSG00000144827	ABHD10	High
ENSG00000144824	PHLDB2	Medium
ENSG00000144810	COL8A1	Medium
ENSG00000144791	LIMD1	Medium
ENSG00000144749	LRIG1	High
ENSG00000144747	TMF1	Medium
ENSG00000144746	ARL6IP5	Medium
ENSG00000144744	UBA3	Medium
ENSG00000144741	SLC25A26	Medium
ENSG00000144730	IL17RD	Medium
ENSG00000144713	RPL32	High
ENSG00000144677	CTDSPL	Medium
ENSG00000144674	GOLGA4	High
ENSG00000144668	ITGA9	Low
ENSG00000144659	SLC25A38	High
ENSG00000144649	GASK1A	Medium
ENSG00000144635	DYNC1LI1	High
ENSG00000144597	EAF1	High
ENSG00000144589	STK11IP	Medium
ENSG00000144583	MARCHF4	Medium
ENSG00000144580	CNOT9	Medium
ENSG00000144567	RETREG2	High
ENSG00000144566	RAB5A	Medium
ENSG00000144560	VGLL4	Medium
ENSG00000144535	DIS3L2	Low
ENSG00000144468	RHBDD1	Medium
ENSG00000144451	SPAG16	High
ENSG00000144407	PTH2R	High
ENSG00000144406	UNC80	High
ENSG00000144381	HSPD1	Low
ENSG00000144369	FAM171B	High
ENSG00000144366	GULP1	Medium
ENSG00000144357	UBR3	High
ENSG00000144355	DLX1	Medium
ENSG00000144339	TMEFF2	Medium
ENSG00000144320	LNPK	High
ENSG00000144306	SCRN3	High
ENSG00000144290	SLC4A10	High
ENSG00000144283	PKP4	High
ENSG00000144231	POLR2D	Medium
ENSG00000144230	GPR17	High
ENSG00000144227	NXPH2	Medium
ENSG00000144224	UBXN4	High
ENSG00000144218	AFF3	Low
ENSG00000144199	FAHD2B	Medium
ENSG00000144191	CNGA3	Medium
ENSG00000144161	ZC3H8	High
ENSG00000144136	SLC20A1	Medium
ENSG00000144115	THNSL2	Medium
ENSG00000144061	NPHP1	Medium
ENSG00000144040	SFXN5	Medium
ENSG00000144036	EXOC6B	Low
ENSG00000144034	TPRKB	High
ENSG00000144029	MRPS5	Medium
ENSG00000144028	SNRNP200	Low
ENSG00000144026	ZNF514	High
ENSG00000143977	SNRPG	High
ENSG00000143947	RPS27A	High
ENSG00000143942	CHAC2	Low
ENSG00000143933	CALM2	High
ENSG00000143924	EML4	High
ENSG00000143891	GALM	Low
ENSG00000143889	HNRNPLL	High
ENSG00000143882	ATP6V1C2	High
ENSG00000143870	PDIA6	Medium
ENSG00000143862	ARL8A	High
ENSG00000143858	SYT2	Medium
ENSG00000143850	PLEKHA6	Medium
ENSG00000143847	PPFIA4	High
ENSG00000143845	ETNK2	Low
ENSG00000143815	LBR	Medium
ENSG00000143811	PYCR2	Low
ENSG00000143799	PARP1	High
ENSG00000143793	C1orf35	Medium
ENSG00000143776	CDC42BPA	Medium
ENSG00000143774	GUK1	Medium
ENSG00000143772	ITPKB	Medium
ENSG00000143771	CNIH4	Medium
ENSG00000143756	FBXO28	Medium
ENSG00000143751	SDE2	Medium
ENSG00000143740	SNAP47	High
ENSG00000143727	ACP1	Medium
ENSG00000143653	SCCPDH	High
ENSG00000143641	GALNT2	Medium
ENSG00000143633	C1orf131	High
ENSG00000143630	HCN3	High
ENSG00000143624	INTS3	Low
ENSG00000143622	RIT1	High
ENSG00000143621	ILF2	High
ENSG00000143614	GATAD2B	High
ENSG00000143612	C1orf43	High
ENSG00000143603	KCNN3	Medium
ENSG00000143578	CREB3L4	Medium
ENSG00000143569	UBAP2L	Medium
ENSG00000143554	SLC27A3	Medium
ENSG00000143553	SNAPIN	High
ENSG00000143549	TPM3	Medium
ENSG00000143545	RAB13	Medium
ENSG00000143543	JTB	Medium
ENSG00000143515	ATP8B2	Medium
ENSG00000143514	TP53BP2	High
ENSG00000143507	DUSP10	High
ENSG00000143498	TAF1A	High
ENSG00000143473	KCNH1	High
ENSG00000143442	POGZ	High
ENSG00000143437	ARNT	Medium
ENSG00000143436	MRPL9	High
ENSG00000143418	CERS2	Medium
ENSG00000143412	ANXA9	Low
ENSG00000143401	ANP32E	High
ENSG00000143398	PIP5K1A	Medium
ENSG00000143393	PI4KB	Medium
ENSG00000143390	RFX5	High
ENSG00000143384	MCL1	Medium
ENSG00000143382	ADAMTSL4	High
ENSG00000143375	CGN	Medium
ENSG00000143374	TARS2	Medium
ENSG00000143373	ZNF687	High
ENSG00000143369	ECM1	Low
ENSG00000143368	SF3B4	Medium
ENSG00000143367	TUFT1	High
ENSG00000143353	LYPLAL1	High
ENSG00000143344	RGL1	High
ENSG00000143337	TOR1AIP1	High
ENSG00000143324	XPR1	High
ENSG00000143321	HDGF	High
ENSG00000143319	ISG20L2	High
ENSG00000143318	CASQ1	Low
ENSG00000143314	MRPL24	Medium
ENSG00000143303	METTL25B	Medium
ENSG00000143294	PRCC	Medium
ENSG00000143256	PFDN2	Medium
ENSG00000143226	FCGR2A	Low
ENSG00000143222	UFC1	Low
ENSG00000143199	ADCY10	Low
ENSG00000143198	MGST3	Medium
ENSG00000143190	POU2F1	Low
ENSG00000143183	TMCO1	Medium
ENSG00000143157	POGK	High
ENSG00000143156	NME7	Low
ENSG00000143155	TIPRL	Medium
ENSG00000143153	ATP1B1	Medium
ENSG00000143149	ALDH9A1	High
ENSG00000143119	CD53	Medium
ENSG00000143110	C1orf162	High
ENSG00000143106	PSMA5	Medium
ENSG00000143093	STRIP1	Medium
ENSG00000143079	CTTNBP2NL	High
ENSG00000143061	IGSF3	Medium
ENSG00000143013	LMO4	Medium
ENSG00000142910	TINAGL1	High
ENSG00000142875	PRKACB	High
ENSG00000142867	BCL10	Low
ENSG00000142864	SERBP1	High
ENSG00000142856	ITGB3BP	Medium
ENSG00000142798	HSPG2	Low
ENSG00000142765	SYTL1	Medium
ENSG00000142733	MAP3K6	Medium
ENSG00000142731	PLK4	Low
ENSG00000142694	EVA1B	Low
ENSG00000142687	KIAA0319L	High
ENSG00000142684	ZNF593	High
ENSG00000142676	RPL11	Medium
ENSG00000142669	SH3BGRL3	Low
ENSG00000142657	PGD	Low
ENSG00000142655	PEX14	High
ENSG00000142634	EFHD2	Medium
ENSG00000142583	SLC2A5	Medium
ENSG00000142549	IGLON5	High
ENSG00000142546	NOSIP	Low
ENSG00000142541	RPL13A	High
ENSG00000142528	ZNF473	High
ENSG00000142507	PSMB6	High
ENSG00000142494	SLC47A1	Low
ENSG00000142459	EVI5L	High
ENSG00000142453	CARM1	Medium
ENSG00000142444	TIMM29	High
ENSG00000142409	ZNF787	Low
ENSG00000142408	CACNG8	High
ENSG00000142405	NLRP12	Medium
ENSG00000142330	CAPN10	Medium
ENSG00000142319	SLC6A3	High
ENSG00000142273	CBLC	Low
ENSG00000142235	LMTK3	High
ENSG00000142230	SAE1	High
ENSG00000142208	AKT1	High
ENSG00000142207	URB1	High
ENSG00000142197	DOP1B	Medium
ENSG00000142192	APP	High
ENSG00000142188	TMEM50B	Medium
ENSG00000142185	TRPM2	High
ENSG00000142182	DNMT3L	Medium
ENSG00000142178	SIK1	High
ENSG00000142173	COL6A2	High
ENSG00000142168	SOD1	High
ENSG00000142166	IFNAR1	Medium
ENSG00000142156	COL6A1	Low
ENSG00000142149	HUNK	Medium
ENSG00000142082	SIRT3	High
ENSG00000142039	CCDC97	Medium
ENSG00000142002	DPP9	Medium
ENSG00000141985	SH3GL1	Medium
ENSG00000141971	MVB12A	Medium
ENSG00000141959	PFKL	Medium
ENSG00000141905	NFIC	Medium
ENSG00000141867	BRD4	High
ENSG00000141837	CACNA1A	High
ENSG00000141756	FKBP10	Low
ENSG00000141741	MIEN1	Low
ENSG00000141738	GRB7	Medium
ENSG00000141698	NT5C3B	Medium
ENSG00000141655	TNFRSF11A	Medium
ENSG00000141646	SMAD4	Low
ENSG00000141644	MBD1	Medium
ENSG00000141642	ELAC1	High
ENSG00000141627	DYM	High
ENSG00000141582	CBX4	High
ENSG00000141579	ZNF750	Medium
ENSG00000141577	CEP131	Low
ENSG00000141574	SECTM1	Medium
ENSG00000141570	CBX8	Medium
ENSG00000141569	TRIM65	Medium
ENSG00000141568	FOXK2	High
ENSG00000141564	RPTOR	High
ENSG00000141560	FN3KRP	Medium
ENSG00000141556	TBCD	Low
ENSG00000141552	ANAPC11	Medium
ENSG00000141551	CSNK1D	High
ENSG00000141543	EIF4A3	High
ENSG00000141526	SLC16A3	High
ENSG00000141522	ARHGDIA	Medium
ENSG00000141519	CCDC40	Low
ENSG00000141504	SAT2	Low
ENSG00000141503	MINK1	Low
ENSG00000141499	WRAP53	Medium
ENSG00000141469	SLC14A1	High
ENSG00000141458	NPC1	Medium
ENSG00000141456	PELP1	High
ENSG00000141448	GATA6	Medium
ENSG00000141447	OSBPL1A	High
ENSG00000141446	ESCO1	Medium
ENSG00000141441	GAREM1	Medium
ENSG00000141433	ADCYAP1	Low
ENSG00000141425	RPRD1A	High
ENSG00000141424	SLC39A6	Medium
ENSG00000141404	GNAL	High
ENSG00000141385	AFG3L2	High
ENSG00000141380	SS18	Medium
ENSG00000141378	PTRH2	High
ENSG00000141376	BCAS3	High
ENSG00000141367	CLTC	Medium
ENSG00000141338	ABCA8	Medium
ENSG00000141337	ARSG	Low
ENSG00000141295	SCRN2	Medium
ENSG00000141258	SGSM2	High
ENSG00000141252	VPS53	High
ENSG00000141232	TOB1	Medium
ENSG00000141179	PCTP	High
ENSG00000141127	PRPSAP2	High
ENSG00000141101	NOB1	Medium
ENSG00000141076	UTP4	High
ENSG00000141052	MYOCD	Medium
ENSG00000141030	COPS3	High
ENSG00000141027	NCOR1	Medium
ENSG00000141013	GAS8	Medium
ENSG00000141012	GALNS	High
ENSG00000141002	TCF25	High
ENSG00000140995	DEF8	High
ENSG00000140992	PDPK1	High
ENSG00000140990	NDUFB10	High
ENSG00000140988	RPS2	Medium
ENSG00000140983	RHOT2	High
ENSG00000140950	MEAK7	Medium
ENSG00000140943	MBTPS1	Low
ENSG00000140939	NOL3	High
ENSG00000140937	CDH11	Medium
ENSG00000140931	CMTM3	High
ENSG00000140905	GCSH	High
ENSG00000140876	NUDT7	Medium
ENSG00000140854	KATNB1	Medium
ENSG00000140848	CPNE2	Medium
ENSG00000140740	UQCRC2	Medium
ENSG00000140718	FTO	High
ENSG00000140694	PARN	High
ENSG00000140691	ARMC5	Medium
ENSG00000140682	TGFB1I1	High
ENSG00000140650	PMM2	Medium
ENSG00000140632	GLYR1	High
ENSG00000140600	SH3GL3	Medium
ENSG00000140577	CRTC3	Medium
ENSG00000140575	IQGAP1	High
ENSG00000140564	FURIN	High
ENSG00000140557	ST8SIA2	Medium
ENSG00000140553	UNC45A	Medium
ENSG00000140538	NTRK3	High
ENSG00000140526	ABHD2	High
ENSG00000140525	FANCI	Medium
ENSG00000140521	POLG	High
ENSG00000140511	HAPLN3	Medium
ENSG00000140497	SCAMP2	Medium
ENSG00000140474	ULK3	Medium
ENSG00000140471	LINS1	High
ENSG00000140464	PML	High
ENSG00000140463	BBS4	Low
ENSG00000140451	PIF1	High
ENSG00000140450	ARRDC4	High
ENSG00000140443	IGF1R	High
ENSG00000140398	NEIL1	High
ENSG00000140395	SKIC8	Medium
ENSG00000140386	SCAPER	Medium
ENSG00000140382	HMG20A	High
ENSG00000140374	ETFA	Medium
ENSG00000140350	ANP32A	High
ENSG00000140332	TLE3	Medium
ENSG00000140326	CDAN1	High
ENSG00000140299	BNIP2	Medium
ENSG00000140287	HDC	High
ENSG00000140280	LYSMD2	High
ENSG00000140265	ZSCAN29	High
ENSG00000140262	TCF12	High
ENSG00000140254	DUOXA1	Medium
ENSG00000140157	NIPA2	High
ENSG00000140105	WARS1	Medium
ENSG00000140044	JDP2	High
ENSG00000140043	PTGR2	High
ENSG00000140022	STON2	Medium
ENSG00000139974	SLC38A6	Medium
ENSG00000139973	SYT16	High
ENSG00000139971	ARMH4	High
ENSG00000139970	RTN1	High
ENSG00000139921	TMX1	Medium
ENSG00000139899	CBLN3	High
ENSG00000139874	SSTR1	Medium
ENSG00000139835	GRTP1	Medium
ENSG00000139826	ABHD13	Medium
ENSG00000139746	RBM26	High
ENSG00000139726	DENR	High
ENSG00000139725	RHOF	Medium
ENSG00000139722	VPS37B	High
ENSG00000139718	SETD1B	Medium
ENSG00000139697	SBNO1	Medium
ENSG00000139687	RB1	High
ENSG00000139684	ESD	Medium
ENSG00000139651	ZNF740	Medium
ENSG00000139644	TMBIM6	High
ENSG00000139641	ESYT1	Medium
ENSG00000139637	MYG1	Medium
ENSG00000139631	CSAD	Medium
ENSG00000139629	GALNT6	Low
ENSG00000139625	MAP3K12	High
ENSG00000139624	CERS5	Medium
ENSG00000139613	SMARCC2	High
ENSG00000139597	N4BP2L1	High
ENSG00000139579	NABP2	Medium
ENSG00000139572	GPR84	High
ENSG00000139567	ACVRL1	High
ENSG00000139546	TARBP2	High
ENSG00000139531	SUOX	Medium
ENSG00000139517	LNX2	Medium
ENSG00000139514	SLC7A1	Medium
ENSG00000139508	SLC46A3	Medium
ENSG00000139496	NUP58	Medium
ENSG00000139437	TCHP	Medium
ENSG00000139436	GIT2	Medium
ENSG00000139433	GLTP	High
ENSG00000139428	MMAB	Medium
ENSG00000139410	SDSL	High
ENSG00000139405	RITA1	Medium
ENSG00000139372	TDG	High
ENSG00000139370	SLC15A4	Medium
ENSG00000139354	GAS2L3	High
ENSG00000139352	ASCL1	High
ENSG00000139350	NEDD1	High
ENSG00000139324	TMTC3	Medium
ENSG00000139318	DUSP6	Medium
ENSG00000139292	LGR5	Medium
ENSG00000139291	TMEM19	High
ENSG00000139289	PHLDA1	High
ENSG00000139287	TPH2	High
ENSG00000139278	GLIPR1	Medium
ENSG00000139263	LRIG3	Medium
ENSG00000139218	SCAF11	Medium
ENSG00000139200	PIANP	High
ENSG00000139197	PEX5	High
ENSG00000139194	RBP5	Medium
ENSG00000139190	VAMP1	High
ENSG00000139180	NDUFA9	High
ENSG00000139178	C1RL	Low
ENSG00000139174	PRICKLE1	Medium
ENSG00000139163	ETNK1	Medium
ENSG00000139146	SINHCAF	Medium
ENSG00000139133	ALG10	High
ENSG00000139132	FGD4	Medium
ENSG00000139117	CPNE8	Medium
ENSG00000139116	KIF21A	Medium
ENSG00000139112	GABARAPL1	Medium
ENSG00000139083	ETV6	Low
ENSG00000138834	MAPK8IP3	High
ENSG00000138821	SLC39A8	Medium
ENSG00000138814	PPP3CA	High
ENSG00000138802	SEC24B	High
ENSG00000138801	PAPSS1	Medium
ENSG00000138796	HADH	High
ENSG00000138795	LEF1	Low
ENSG00000138792	ENPEP	Low
ENSG00000138785	INTS12	Medium
ENSG00000138780	GSTCD	Medium
ENSG00000138777	PPA2	Medium
ENSG00000138772	ANXA3	Medium
ENSG00000138771	SHROOM3	Medium
ENSG00000138768	USO1	High
ENSG00000138764	CCNG2	Medium
ENSG00000138760	SCARB2	High
ENSG00000138759	FRAS1	Medium
ENSG00000138758	SEPTIN11	Low
ENSG00000138757	G3BP2	High
ENSG00000138756	BMP2K	Medium
ENSG00000138750	NUP54	Medium
ENSG00000138744	NAAA	Low
ENSG00000138738	PRDM5	High
ENSG00000138735	PDE5A	Medium
ENSG00000138722	MMRN1	Medium
ENSG00000138698	RAP1GDS1	High
ENSG00000138688	BLTP1	Low
ENSG00000138685	FGF2	High
ENSG00000138678	GPAT3	High
ENSG00000138674	SEC31A	High
ENSG00000138669	PRKG2	Medium
ENSG00000138668	HNRNPD	High
ENSG00000138663	COPS4	High
ENSG00000138660	AP1AR	Medium
ENSG00000138650	PCDH10	High
ENSG00000138646	HERC5	Low
ENSG00000138641	HERC3	Medium
ENSG00000138639	ARHGAP24	Medium
ENSG00000138629	UBL7	Medium
ENSG00000138622	HCN4	High
ENSG00000138621	PPCDC	Medium
ENSG00000138617	PARP16	Low
ENSG00000138614	INTS14	Medium
ENSG00000138600	SPPL2A	Low
ENSG00000138594	TMOD3	High
ENSG00000138593	SECISBP2L	High
ENSG00000138495	COX17	Medium
ENSG00000138468	SENP7	High
ENSG00000138449	SLC40A1	Low
ENSG00000138448	ITGAV	Medium
ENSG00000138443	ABI2	High
ENSG00000138433	CIR1	High
ENSG00000138430	OLA1	High
ENSG00000138411	HECW2	High
ENSG00000138399	FASTKD1	Medium
ENSG00000138398	PPIG	High
ENSG00000138385	SSB	High
ENSG00000138381	ASNSD1	High
ENSG00000138380	CARF	High
ENSG00000138378	STAT4	Medium
ENSG00000138376	BARD1	High
ENSG00000138363	ATIC	Medium
ENSG00000138346	DNA2	Medium
ENSG00000138326	RPS24	Medium
ENSG00000138311	ZNF365	High
ENSG00000138303	ASCC1	Medium
ENSG00000138279	ANXA7	Medium
ENSG00000138246	DNAJC13	High
ENSG00000138231	DBR1	Medium
ENSG00000138193	PLCE1	High
ENSG00000138190	EXOC6	Medium
ENSG00000138185	ENTPD1	Medium
ENSG00000138182	KIF20B	Medium
ENSG00000138180	CEP55	Low
ENSG00000138175	ARL3	Medium
ENSG00000138172	CALHM2	High
ENSG00000138162	TACC2	Medium
ENSG00000138160	KIF11	Medium
ENSG00000138131	LOXL4	High
ENSG00000138119	MYOF	Medium
ENSG00000138107	ACTR1A	High
ENSG00000138095	LRPPRC	High
ENSG00000138078	PREPL	Medium
ENSG00000138074	SLC5A6	Medium
ENSG00000138071	ACTR2	Medium
ENSG00000138069	RAB1A	Medium
ENSG00000138061	CYP1B1	High
ENSG00000138050	THUMPD2	High
ENSG00000138035	PNPT1	Medium
ENSG00000138032	PPM1B	High
ENSG00000138031	ADCY3	Low
ENSG00000138029	HADHB	Medium
ENSG00000138018	SELENOI	High
ENSG00000137992	DBT	Low
ENSG00000137965	IFI44	Medium
ENSG00000137962	ARHGAP29	Medium
ENSG00000137960	GIPC2	Medium
ENSG00000137955	RABGGTB	High
ENSG00000137947	GTF2B	Medium
ENSG00000137944	KYAT3	Medium
ENSG00000137942	FNBP1L	Medium
ENSG00000137941	TTLL7	Medium
ENSG00000137936	BCAR3	High
ENSG00000137880	GCHFR	High
ENSG00000137878	GCOM1	Low
ENSG00000137877	SPTBN5	Medium
ENSG00000137876	RSL24D1	High
ENSG00000137875	BCL2L10	Low
ENSG00000137871	ZNF280D	High
ENSG00000137868	STRA6	Medium
ENSG00000137845	ADAM10	Low
ENSG00000137843	PAK6	Low
ENSG00000137842	TMEM62	Medium
ENSG00000137841	PLCB2	Medium
ENSG00000137831	UACA	Medium
ENSG00000137825	ITPKA	High
ENSG00000137824	RMDN3	High
ENSG00000137822	TUBGCP4	Medium
ENSG00000137817	PARP6	Medium
ENSG00000137815	RTF1	High
ENSG00000137814	HAUS2	Medium
ENSG00000137806	NDUFAF1	High
ENSG00000137802	MAPKBP1	Medium
ENSG00000137801	THBS1	Medium
ENSG00000137776	SLTM	High
ENSG00000137770	CTDSPL2	Low
ENSG00000137767	SQOR	Medium
ENSG00000137764	MAP2K5	Medium
ENSG00000137760	ALKBH8	Medium
ENSG00000137752	CASP1	Medium
ENSG00000137726	FXYD6	High
ENSG00000137713	PPP2R1B	Medium
ENSG00000137710	RDX	Low
ENSG00000137700	SLC37A4	Medium
ENSG00000137699	TRIM29	Low
ENSG00000137693	YAP1	Medium
ENSG00000137692	DCUN1D5	High
ENSG00000137656	BUD13	High
ENSG00000137628	DDX60	Medium
ENSG00000137601	NEK1	Medium
ENSG00000137575	SDCBP	Medium
ENSG00000137574	TGS1	High
ENSG00000137573	SULF1	Medium
ENSG00000137563	GGH	High
ENSG00000137547	MRPL15	Low
ENSG00000137513	NARS2	Medium
ENSG00000137509	PRCP	High
ENSG00000137502	RAB30	Medium
ENSG00000137500	CCDC90B	Medium
ENSG00000137497	NUMA1	High
ENSG00000137494	ANKRD42	Low
ENSG00000137492	THAP12	High
ENSG00000137486	ARRB1	High
ENSG00000137463	MGARP	Medium
ENSG00000137414	FAM8A1	High
ENSG00000137413	TAF8	Medium
ENSG00000137411	VARS2	High
ENSG00000137409	MTCH1	High
ENSG00000137364	TPMT	Medium
ENSG00000137343	ATAT1	High
ENSG00000137337	MDC1	High
ENSG00000137331	IER3	Medium
ENSG00000137312	FLOT1	High
ENSG00000137309	HMGA1	High
ENSG00000137285	TUBB2B	Medium
ENSG00000137275	RIPK1	Medium
ENSG00000137274	BPHL	High
ENSG00000137269	LRRC1	High
ENSG00000137267	TUBB2A	Medium
ENSG00000137266	SLC22A23	High
ENSG00000137261	KIAA0319	Medium
ENSG00000137252	HCRTR2	High
ENSG00000137251	TINAG	High
ENSG00000137221	TJAP1	Medium
ENSG00000137207	YIPF3	High
ENSG00000137200	CMTR1	High
ENSG00000137171	KLC4	Low
ENSG00000137166	FOXP4	High
ENSG00000137154	RPS6	High
ENSG00000137145	DENND4C	Low
ENSG00000137133	HINT2	High
ENSG00000137124	ALDH1B1	Medium
ENSG00000137106	GRHPR	High
ENSG00000137103	TMEM8B	Medium
ENSG00000137100	DCTN3	High
ENSG00000137094	DNAJB5	High
ENSG00000137076	TLN1	High
ENSG00000137075	RNF38	High
ENSG00000137074	APTX	High
ENSG00000137073	UBAP2	Low
ENSG00000137070	IL11RA	Medium
ENSG00000137055	PLAA	High
ENSG00000137054	POLR1E	High
ENSG00000137040	RANBP6	Medium
ENSG00000137038	DMAC1	Medium
ENSG00000137033	IL33	Medium
ENSG00000136997	MYC	High
ENSG00000136986	DERL1	High
ENSG00000136960	ENPP2	Medium
ENSG00000136950	ARPC5L	Medium
ENSG00000136942	RPL35	High
ENSG00000136938	ANP32B	High
ENSG00000136937	NCBP1	High
ENSG00000136936	XPA	High
ENSG00000136935	GOLGA1	Medium
ENSG00000136933	RABEPK	High
ENSG00000136930	PSMB7	High
ENSG00000136928	GABBR2	High
ENSG00000136908	DPM2	Medium
ENSG00000136897	MRPL50	High
ENSG00000136895	GARNL3	Medium
ENSG00000136888	ATP6V1G1	Medium
ENSG00000136877	FPGS	High
ENSG00000136875	PRPF4	High
ENSG00000136874	STX17	Medium
ENSG00000136869	TLR4	Low
ENSG00000136868	SLC31A1	Medium
ENSG00000136867	SLC31A2	High
ENSG00000136861	CDK5RAP2	Medium
ENSG00000136854	STXBP1	High
ENSG00000136842	TMOD1	Low
ENSG00000136830	NIBAN2	Low
ENSG00000136827	TOR1A	Medium
ENSG00000136824	SMC2	Medium
ENSG00000136819	C9orf78	Medium
ENSG00000136816	TOR1B	Medium
ENSG00000136810	TXN	Low
ENSG00000136807	CDK9	High
ENSG00000136783	NIPSNAP3A	Medium
ENSG00000136770	DNAJC1	High
ENSG00000136758	YME1L1	Medium
ENSG00000136754	ABI1	High
ENSG00000136750	GAD2	Medium
ENSG00000136738	STAM	Medium
ENSG00000136732	GYPC	Low
ENSG00000136731	UGGT1	High
ENSG00000136717	BIN1	High
ENSG00000136710	CCDC115	Medium
ENSG00000136709	WDR33	Medium
ENSG00000136699	SMPD4	Low
ENSG00000136682	ZNG1B	Medium
ENSG00000136643	RPS6KC1	High
ENSG00000136636	KCTD3	Medium
ENSG00000136628	EPRS1	Medium
ENSG00000136560	TANK	High
ENSG00000136546	SCN7A	Low
ENSG00000136541	ERMN	High
ENSG00000136536	MARCHF7	High
ENSG00000136535	TBR1	Medium
ENSG00000136531	SCN2A	High
ENSG00000136527	TRA2B	High
ENSG00000136522	MRPL47	High
ENSG00000136521	NDUFB5	High
ENSG00000136518	ACTL6A	High
ENSG00000136504	KAT7	Medium
ENSG00000136492	BRIP1	High
ENSG00000136485	DCAF7	Medium
ENSG00000136478	TEX2	High
ENSG00000136463	TACO1	Medium
ENSG00000136457	CHAD	Low
ENSG00000136450	SRSF1	High
ENSG00000136448	NMT1	High
ENSG00000136444	RSAD1	High
ENSG00000136436	CALCOCO2	Medium
ENSG00000136425	CIB2	Medium
ENSG00000136371	MTHFS	Medium
ENSG00000136319	TTC5	Medium
ENSG00000136305	CIDEB	Medium
ENSG00000136280	CCM2	Medium
ENSG00000136279	DBNL	Medium
ENSG00000136274	NACAD	High
ENSG00000136273	HUS1	Medium
ENSG00000136270	TBRG4	Low
ENSG00000136261	BZW2	Low
ENSG00000136250	AOAH	Medium
ENSG00000136247	ZDHHC4	Medium
ENSG00000136240	KDELR2	High
ENSG00000136238	RAC1	Low
ENSG00000136231	IGF2BP3	Low
ENSG00000136213	CHST12	Medium
ENSG00000136205	TNS3	Medium
ENSG00000136197	C7orf25	Medium
ENSG00000136193	SCRN1	Medium
ENSG00000136169	SETDB2	High
ENSG00000136161	RCBTB2	High
ENSG00000136159	NUDT15	High
ENSG00000136158	SPRY2	Medium
ENSG00000136156	ITM2B	High
ENSG00000136153	LMO7	Medium
ENSG00000136152	COG3	High
ENSG00000136146	MED4	High
ENSG00000136143	SUCLA2	High
ENSG00000136141	LRCH1	High
ENSG00000136122	BORA	High
ENSG00000136114	THSD1	Low
ENSG00000136111	TBC1D4	High
ENSG00000136108	CKAP2	Low
ENSG00000136104	RNASEH2B	Medium
ENSG00000136100	VPS36	High
ENSG00000136098	NEK3	High
ENSG00000136068	FLNB	Medium
ENSG00000136052	SLC41A2	High
ENSG00000136044	APPL2	Medium
ENSG00000136026	CKAP4	Medium
ENSG00000136021	SCYL2	High
ENSG00000136010	ALDH1L2	Medium
ENSG00000136003	ISCU	High
ENSG00000136002	ARHGEF4	Medium
ENSG00000135974	C2orf49	High
ENSG00000135972	MRPS9	High
ENSG00000135968	GCC2	High
ENSG00000135966	TGFBRAP1	Medium
ENSG00000135960	EDAR	Medium
ENSG00000135953	MFSD9	High
ENSG00000135940	COX5B	High
ENSG00000135932	CAB39	High
ENSG00000135931	ARMC9	Medium
ENSG00000135929	CYP27A1	Medium
ENSG00000135926	TMBIM1	High
ENSG00000135924	DNAJB2	Medium
ENSG00000135917	SLC19A3	Medium
ENSG00000135913	USP37	Medium
ENSG00000135912	TTLL4	Medium
ENSG00000135905	DOCK10	High
ENSG00000135900	MRPL44	Medium
ENSG00000135870	RC3H1	High
ENSG00000135862	LAMC1	Medium
ENSG00000135842	NIBAN1	Medium
ENSG00000135837	CEP350	Medium
ENSG00000135835	KIAA1614	Medium
ENSG00000135829	DHX9	High
ENSG00000135828	RNASEL	Medium
ENSG00000135824	RGS8	High
ENSG00000135823	STX6	High
ENSG00000135821	GLUL	High
ENSG00000135773	CAPN9	Low
ENSG00000135766	EGLN1	High
ENSG00000135750	KCNK1	Medium
ENSG00000135736	CCDC102A	Medium
ENSG00000135720	DYNC1LI2	Medium
ENSG00000135709	KIAA0513	Medium
ENSG00000135698	MPHOSPH6	High
ENSG00000135686	KLHL36	High
ENSG00000135679	MDM2	High
ENSG00000135677	GNS	Medium
ENSG00000135655	USP15	Low
ENSG00000135643	KCNMB4	High
ENSG00000135638	EMX1	Medium
ENSG00000135637	CCDC142	Low
ENSG00000135636	DYSF	High
ENSG00000135631	RAB11FIP5	High
ENSG00000135625	EGR4	Medium
ENSG00000135624	CCT7	High
ENSG00000135622	SEMA4F	Medium
ENSG00000135617	PRADC1	Medium
ENSG00000135605	TEC	Medium
ENSG00000135604	STX11	Medium
ENSG00000135597	REPS1	High
ENSG00000135596	MICAL1	Medium
ENSG00000135549	PKIB	High
ENSG00000135547	HEY2	High
ENSG00000135541	AHI1	Medium
ENSG00000135537	AFG1L	Low
ENSG00000135535	CD164	Medium
ENSG00000135525	MAP7	High
ENSG00000135521	LTV1	Medium
ENSG00000135506	OS9	Medium
ENSG00000135503	ACVR1B	Low
ENSG00000135486	HNRNPA1	High
ENSG00000135476	ESPL1	Low
ENSG00000135472	FAIM2	High
ENSG00000135454	B4GALNT1	High
ENSG00000135452	TSPAN31	Medium
ENSG00000135447	PPP1R1A	Low
ENSG00000135441	BLOC1S1	Medium
